2025-11-02 03:58:46,460 | INFO | === START: INGEST ===
2025-11-02 12:11:35,806 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:11:35,836 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:11:35,836 | INFO | === END: INGEST ===
2025-11-02 12:11:35,837 | INFO | === START: INGEST ===
2025-11-02 12:11:35,838 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:11:35,846 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:11:35,846 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:11:35,870 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:11:35,870 | INFO | === END: INGEST ===
2025-11-02 12:11:35,871 | INFO | Transforming doctors dataset...
2025-11-02 12:11:35,872 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:11:35,873 | INFO | Transforming appointments dataset...
2025-11-02 12:11:35,876 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:11:35,877 | INFO | Status values standardized
2025-11-02 12:14:51,303 | INFO | === START: INGEST ===
2025-11-02 12:14:51,304 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:14:51,335 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:14:51,335 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:14:51,357 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:14:51,358 | INFO | === END: INGEST ===
2025-11-02 12:14:51,359 | INFO | === START: INGEST ===
2025-11-02 12:14:51,359 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:14:51,366 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:14:51,367 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:14:51,392 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:14:51,392 | INFO | === END: INGEST ===
2025-11-02 12:14:51,392 | INFO | Transforming doctors dataset...
2025-11-02 12:14:51,395 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:14:51,395 | INFO | Transforming appointments dataset...
2025-11-02 12:14:51,398 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:14:51,400 | INFO | Status values standardized
2025-11-02 12:15:31,699 | INFO | === START: INGEST ===
2025-11-02 12:15:31,699 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:15:31,709 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:15:31,710 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:15:31,798 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:15:31,799 | INFO | === END: INGEST ===
2025-11-02 12:15:31,801 | INFO | === START: INGEST ===
2025-11-02 12:15:31,802 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:15:31,809 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:15:31,809 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:15:31,832 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:15:31,833 | INFO | === END: INGEST ===
2025-11-02 12:15:31,834 | INFO | Transforming doctors dataset...
2025-11-02 12:15:31,836 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:15:31,836 | INFO | Transforming appointments dataset...
2025-11-02 12:15:31,840 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:15:31,841 | INFO | Status values standardized
2025-11-02 12:15:32,006 | INFO | === START: INGEST ===
2025-11-02 12:15:32,007 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:15:32,019 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:15:32,019 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:15:32,043 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:15:32,044 | INFO | === END: INGEST ===
2025-11-02 12:15:32,044 | INFO | === START: INGEST ===
2025-11-02 12:15:32,045 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:15:32,053 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:15:32,054 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:15:32,076 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:15:32,077 | INFO | === END: INGEST ===
2025-11-02 12:15:32,077 | INFO | Transforming doctors dataset...
2025-11-02 12:15:32,079 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:15:32,079 | INFO | Transforming appointments dataset...
2025-11-02 12:15:32,082 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:15:32,084 | INFO | Status values standardized
2025-11-02 12:20:48,031 | INFO | === START: INGEST ===
2025-11-02 12:20:48,097 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:20:48,131 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:20:48,132 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:20:48,161 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:20:48,161 | INFO | === END: INGEST ===
2025-11-02 12:20:48,162 | INFO | === START: INGEST ===
2025-11-02 12:20:48,162 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:20:48,172 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:20:48,173 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:20:48,202 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:20:48,203 | INFO | === END: INGEST ===
2025-11-02 12:20:48,203 | INFO | Transforming doctors dataset...
2025-11-02 12:20:48,205 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:20:48,206 | INFO | Transforming appointments dataset...
2025-11-02 12:20:48,209 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:20:48,210 | INFO | Status values standardized
2025-11-02 12:23:19,234 | INFO | === START: INGEST ===
2025-11-02 12:23:19,236 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:23:19,343 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:23:19,343 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:23:19,366 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:23:19,367 | INFO | === END: INGEST ===
2025-11-02 12:23:19,368 | INFO | === START: INGEST ===
2025-11-02 12:23:19,368 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:23:19,375 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:23:19,375 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:23:19,397 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:23:19,398 | INFO | === END: INGEST ===
2025-11-02 12:23:19,398 | INFO | Transforming doctors dataset...
2025-11-02 12:23:19,399 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:23:19,400 | INFO | Transforming appointments dataset...
2025-11-02 12:23:19,402 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:23:19,403 | INFO | Status values standardized
2025-11-02 12:23:50,851 | INFO | === START: INGEST ===
2025-11-02 12:23:50,853 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:23:50,869 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:23:50,870 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:23:50,960 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:23:50,961 | INFO | === END: INGEST ===
2025-11-02 12:23:50,961 | INFO | === START: INGEST ===
2025-11-02 12:23:50,962 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:23:50,968 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:23:50,969 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:23:50,990 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:23:50,990 | INFO | === END: INGEST ===
2025-11-02 12:23:50,991 | INFO | Transforming doctors dataset...
2025-11-02 12:23:50,992 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:23:50,992 | INFO | Transforming appointments dataset...
2025-11-02 12:23:50,995 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:23:50,996 | INFO | Status values standardized
2025-11-02 12:25:15,293 | INFO | === START: INGEST ===
2025-11-02 12:25:15,295 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:25:15,313 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:25:15,314 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:25:15,346 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:25:15,347 | INFO | === END: INGEST ===
2025-11-02 12:25:15,348 | INFO | === START: INGEST ===
2025-11-02 12:25:15,348 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:25:15,356 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:25:15,356 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:25:15,379 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:25:15,380 | INFO | === END: INGEST ===
2025-11-02 12:25:15,380 | INFO | Transforming doctors dataset...
2025-11-02 12:25:15,382 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:25:15,382 | INFO | Transforming appointments dataset...
2025-11-02 12:25:15,385 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:25:15,386 | INFO | Status values standardized
2025-11-02 12:26:10,006 | INFO | === START: INGEST ===
2025-11-02 12:26:10,008 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:26:10,026 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:26:10,026 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:26:10,058 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:26:10,059 | INFO | === END: INGEST ===
2025-11-02 12:26:10,060 | INFO | === START: INGEST ===
2025-11-02 12:26:10,060 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:26:10,068 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:26:10,068 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:26:10,090 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:26:10,091 | INFO | === END: INGEST ===
2025-11-02 12:26:10,091 | INFO | Transforming doctors dataset...
2025-11-02 12:26:10,093 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:26:10,093 | INFO | Transforming appointments dataset...
2025-11-02 12:26:10,096 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:26:10,098 | INFO | Status values standardized
2025-11-02 12:32:58,651 | INFO | === START: INGEST ===
2025-11-02 12:32:58,652 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:32:58,667 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:32:58,668 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:32:58,692 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:32:58,693 | INFO | === END: INGEST ===
2025-11-02 12:32:58,694 | INFO | === START: INGEST ===
2025-11-02 12:32:58,695 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:32:58,702 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:32:58,702 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:32:58,726 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:32:58,727 | INFO | === END: INGEST ===
2025-11-02 12:32:58,727 | INFO | Transforming doctors dataset...
2025-11-02 12:32:58,730 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:32:58,730 | INFO | Transforming appointments dataset...
2025-11-02 12:32:58,733 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:32:58,735 | INFO | Status values standardized
2025-11-02 12:44:16,266 | INFO | === START: INGEST ===
2025-11-02 12:44:16,266 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:44:16,285 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:44:16,286 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:44:16,312 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:44:16,312 | INFO | === END: INGEST ===
2025-11-02 12:44:16,313 | INFO | === START: INGEST ===
2025-11-02 12:44:16,313 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:44:16,321 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:44:16,321 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:44:16,345 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:44:16,345 | INFO | === END: INGEST ===
2025-11-02 12:44:16,346 | INFO | Transforming doctors dataset...
2025-11-02 12:44:16,348 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:44:16,349 | INFO | Transforming appointments dataset...
2025-11-02 12:44:16,352 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:44:16,354 | INFO | Status values standardized
2025-11-02 12:46:19,441 | INFO | === START: INGEST ===
2025-11-02 12:46:19,443 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:46:19,466 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:46:19,467 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:46:19,494 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:46:19,494 | INFO | === END: INGEST ===
2025-11-02 12:46:19,496 | INFO | === START: INGEST ===
2025-11-02 12:46:19,496 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:46:19,503 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:46:19,504 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:46:19,530 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:46:19,530 | INFO | === END: INGEST ===
2025-11-02 12:46:19,531 | INFO | Transforming doctors dataset...
2025-11-02 12:46:19,534 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:46:19,535 | INFO | Transforming appointments dataset...
2025-11-02 12:46:19,538 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:46:19,540 | INFO | Status values standardized
2025-11-02 12:46:59,893 | INFO | === START: INGEST ===
2025-11-02 12:46:59,895 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:46:59,912 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:46:59,913 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:46:59,949 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:46:59,950 | INFO | === END: INGEST ===
2025-11-02 12:46:59,951 | INFO | === START: INGEST ===
2025-11-02 12:46:59,951 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:46:59,959 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:46:59,960 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:46:59,984 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:46:59,984 | INFO | === END: INGEST ===
2025-11-02 12:46:59,985 | INFO | Transforming doctors dataset...
2025-11-02 12:46:59,986 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:46:59,986 | INFO | Transforming appointments dataset...
2025-11-02 12:46:59,989 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:46:59,990 | INFO | Status values standardized
2025-11-02 12:49:00,102 | INFO | === START: INGEST ===
2025-11-02 12:49:00,103 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:49:00,126 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:49:00,126 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:49:00,151 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:49:00,151 | INFO | === END: INGEST ===
2025-11-02 12:49:00,152 | INFO | === START: INGEST ===
2025-11-02 12:49:00,153 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:49:00,160 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:49:00,161 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:49:00,183 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:49:00,184 | INFO | === END: INGEST ===
2025-11-02 12:49:00,184 | INFO | Transforming doctors dataset...
2025-11-02 12:49:00,187 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:49:00,188 | INFO | Transforming appointments dataset...
2025-11-02 12:49:00,191 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:49:00,192 | INFO | Status values standardized
2025-11-02 12:58:01,674 | INFO | === START: INGEST ===
2025-11-02 12:58:01,674 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:58:01,744 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:58:01,744 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:58:01,763 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:58:01,763 | INFO | === END: INGEST ===
2025-11-02 12:58:01,764 | INFO | === START: INGEST ===
2025-11-02 12:58:01,764 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:58:01,770 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:58:01,770 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:58:01,790 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:58:01,790 | INFO | === END: INGEST ===
2025-11-02 12:58:01,825 | INFO | === START: INGEST ===
2025-11-02 12:58:01,826 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:58:01,832 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:58:01,832 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:58:01,853 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:58:01,853 | INFO | === END: INGEST ===
2025-11-02 12:58:01,853 | INFO | Transforming doctors dataset...
2025-11-02 12:58:01,855 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:58:01,855 | INFO | Transforming appointments dataset...
2025-11-02 12:58:01,857 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:58:01,858 | INFO | Status values standardized
2025-11-02 14:13:44,584 | INFO | === START: INGEST ===
2025-11-02 14:13:44,584 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 14:13:44,650 | INFO | Doctors file loaded: 5 rows
2025-11-02 14:13:44,650 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 14:13:44,670 | INFO | Appointments file loaded: 1025 rows
2025-11-02 14:13:44,670 | INFO | === END: INGEST ===
2025-11-02 14:13:44,670 | INFO | === START: INGEST ===
2025-11-02 14:13:44,670 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 14:13:44,676 | INFO | Doctors file loaded: 5 rows
2025-11-02 14:13:44,676 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 14:13:44,695 | INFO | Appointments file loaded: 1025 rows
2025-11-02 14:13:44,695 | INFO | === END: INGEST ===
2025-11-02 14:13:44,695 | INFO | Transforming doctors dataset...
2025-11-02 14:13:44,696 | INFO | Doctors cleaned: 5 rows
2025-11-02 14:13:44,696 | INFO | Transforming appointments dataset...
2025-11-02 14:13:44,698 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 14:13:44,699 | INFO | Status values standardized
2025-11-02 14:13:44,699 | INFO | Transformations complete. Holding DataFrames in memory.
2025-11-02 14:13:44,709 | INFO | Saved transformed datasets to: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/output
2025-11-02 14:14:01,066 | INFO | === START: INGEST ===
2025-11-02 14:14:01,066 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 14:14:01,128 | INFO | Doctors file loaded: 5 rows
